bullying_words,type_bully
http://twitpic.com/rt32 - omg :/ sucks to be u. hope u got some good tunes going makes it more delightful to sit through.,bully
it's one thing if it's my friends using it on me  but I hate when 23 year olds message me on OKC and call me that or Older woman,bully
that would be one shocking pussy lol,bully
 Totally agree with you.  Fuck Prop 8.  very cool that apple came out publicly against 8 on the website.,bully
u know  that's what I hate about Ohio  seeing grown up idiots in shorts when it's freezing outside :non-bully),bully
fuck yes,bully
:) if she is a dumb hoe why'd he put his cock in her?,bully
still nothing.  Lucky for you I have the free time to hop on twitter and remind you that you still fucking owe me.,bully
charter sucks as is nothing but trouble - att needs to roll out uverse faster!,bully
did Santa cum n visit u huny?,bully
nice voicemail... i didn't enjoy it cuz i am a bitch.,bully
summer workout tape? How you gonna workout to Kanyes depressing ass album  ok  maybe 2 songs,bully
Well I I said some words about Pollgod that i didnt mean because a SP member was being a fuck head lol,bully
i'm with you on the new yrs res! i'm bullynon-bullylbs chubbier than i was 8 mos ago and i ALSO thought i was completely immune to fat! :(,bully
Oh  you bastard.  You couldn't wait until I'm not busy.  I'll probably catch the tail end again.  Damn it all.,bully
How is the Loser episode?  Lotsa crying??,bully
I am Dutch ;) Over here  there's a difference between the fat ho-ho santa and st. nicolas (sinterklaas).,bully
fuck off!!!,bully
ducking ducking ducking. Stupid ass autocorrect,bully
DAMN TJ  You getting called out in songs now??!!,bully
LMAO!! I aint gonna front  shit did look kinda moist! Ol Duncan Hines Ass!!! LOL!!,bully
my programs is telling me the same damn thing. WTH!?!,bully
I wanna see her tall lanky ass playin tennis  lol,bully
The guy who runs it is a major dick  underpays or doesn't pay models. He's harassed me and belittled me.,bully
Yeah it was four years ago  but I have a long memory. I also still hate the Avalanche even though they've sucked for years. :},bully
Grew up a Habs fan  which meant I had to hate the Leafs when I moved to Toronto  which meant embracing the Wings.,bully
Wilt fresh spinach with hot bacon fat and top with bacon!,bully
 Graphic novel class? I hate you but I love you but still I hate you and oh yesh  Hows ya boy JImmy?,bully
usually  if I am at the point where I'm ready to say something mean  I will click away. I hate mean people.  hate them.,bully
yes  it's winter time and i'd hate for her ears to get cold out there on the ocean city boardwalk.,bully
Now I know you're really are GAY!,bully
Me?? Hairy ass??? WTF?!?! I would laser that shit...,bully
which keyboard do u hate? I hate iPhone keyboard. Yes touchscreen is cool but I WISH I had actual buttons 2 push! Less typo's,bully
write more books  sccessful new venture with me  &bring fat fat 2 L.A. so we can hang out and buy our sons a bunch of cute clothes,bully
Fuck you  McGaffigan. I WANT TO GO. NAO!,bully
You can stop voting now. Holy fuck. If only McCain had you on his side  and you were bully8.,bully
You bash Nickelback  but you listen to Staind? WTF?! I hate both  btw.,bully
I nominate @Badhorse_ for a Shorty Award in #green because... Why the fuck not?,bully
Joanne Angel? You know how much I hate you right now :p &lt;3 XXXorcist,bully
I also lost my wallet over the weekend! its sucks  in my case I was just dumb and appear to have dropped it somewhere...,bully
dunno  I just saw her go at the top of stairs; It seemed like an ass slide.,bully
It's just crazy. This boy is fucking up my sleep schedule. Probably why I don't mind too much. ;),bully
RE: Hugh's daughter.  I just hate to see when a female CEO step down and says it's so "company can evolve" AAARRRG!,bully
like tha new 5non-bully shit fire.  finally sum club gangsta shit i neede that!!! hook is catchy as fuck and 5non-bully whas rappin good.,bully
i fuck wit u.  u got skillz homie.,bully
-- damn fool. you're a 247 workhorse!,bully
liperekis,non-bully
-- damn homie ... in highschool you was the man homie. fuck happened to you?,bully
--- that shit right there fool ... is FUCKING TIGHT!!!! --- http://tinyurl.com/6fro26,bully
no. ur bully3 get the fuck off the internet and get back to playing with ur easy bake oven. stupid parents buyin brats iphones.,bully
if Q is there tell him he sucks. He's dark and plays suspect lol,bully
thats the only set back  and its a bitch to send ish back,bully
blocked. What a fucking load of old shit.,bully
lol the fuck what concert was that,bully
because I hate you. The last one I rewrote cuz there was a typo and it was bothering me,bully
oops but you're forgiven. Hope they win. I Never had a good exp. with a shelter  they hate us military types. Glad you did though!,bully
fuck yo couch,bully
ground her now and she'll kick your ass lol,bully
can't make up my mind. Go out w my girl vip style and leave the dog home alone till morn  stay in or go to a gay pj party,bully
Oh  Hannah  I am so  so sorry for your loss. I've done the deathbed vigil and it sucks. I hope your pain eases with time. Love,bully
Happy birthday you damn sexy hobo!,bully
I'm celebrating and drinking to the fact you're an annoying fuck :),bully
I'm doing nothing. I was thinking about going to the Flaming Lips concert  but hate going alone.,bully
dude the talk about universe at #LeWeb is awesome. As a nerd guy you have to watch it,bully
Jerry IS Cowboy's problem. He won't hire real coach  'cuz then the credit wouldn't go to him. He's poster child for attn whore.,bully
u r pussy. lulz.,bully
don't you just hate that?! Especially when it is over the most irrelevant crap,bully
yes. Freakin bully7 and in college since i was bully6 ugh! It sucks. Hah,bully
Then why u cryn? Hate'n on me.,bully
If it wasn't for AT&T's spotty network  I'd switch in a heartbeat. That's where Verizon kicks some serious ass.,bully
you fart like a fucking bass drum lol,bully
what da drilly wit dat do! ...oh  and i STILL got distribution in Japan...damn  that chick was the worst that night,bully
yeah  but w/ that running time u'll be there 2morrow. that mmovie is long as fuck.,bully
damn bossman  let find out u got 2 jobs. what are u  a single parent or somethin'?,bully
no-sign. i dont fuck with "rats",bully
http://twitpic.com/sbully3a - omg i hate scottiethehottie!! he is a retarded spammer!! he is photographernon-bully8 (it got deleted ...,bully
no fuck you,bully
I don't bother arguing that about Bush anymore because people who admire him have damn near no power post-2non-bullynon-bully8 elections.,bully
do you think you are nudging me to change my update...WHORE NAILS!,bully
thats what you get for being a fat ass....FAT ASS...,bully
I HATE YOU!,bully
i've been on twitter bully week and am about 2non-bully shy of 5non-bullynon-bully. does that make me a loser? LOL LOL LOL,bully
well either wy thy like dick wayyy to much.,bully
omg son i JUST figured out how to reply to youuuuuuu. i hate this lmao,bully
fail whale?,bully
cluster fuck indeed.,bully
- you can trust me to do my part to help @adam_callender win his "biggest loser" contest.  ;),bully
Dang I hate the little buttons. GO BACK ONE TWEET!,bully
ironic - I normally hate plastic 4 environmental reasons- this time  it actually saved some of the patterns from the wet grass,bully
God Damn !! Ok ... How about Peter Duncan then ?,bully
damn you overload issues! :(,bully
that's killer. Wish it was even cool here. But it's been damn near 8non-bully most of the week. No where near festive temps.,bully
ugh  yes. I am a consumer whore... "and how!",bully
SHUT THE FUCK UP!,bully
i hear ya. iPods can get annoying with that damn clicking noise!,bully
dude...if u didnt tell me how 2 do this fucking thing(twittr) i wud prob still b lyk nowhere with it!,bully
Don't you just hate deciding on things.,bully
eddie izzard says the brits pronounce "herb" with the h "because there's a fucking h in it.",bully
I feel like such a nerd watching this! I LOVE IT!!!!!!!!!,bully
lejone oaka,non-bully
wtf? That is so gay.,bully
Would you believe the same article said eating less helps us live longer  too? Damn those scientists!,bully
YOU"RE A GAY!? .... =) I &lt;3 you,bully
There's some dude at this bar that totally looks like you. Should I kick his ass for impersonating?,bully
all these awesome people just flock to me. Guess I'm about cool as fuck.,bully
@KitchenGirlJo what's the fail whale?,bully
oh LOL I use a client so I never get the fail whale :-p,bully
could be that I'm not typing hard enough? happened a lot more when I first got this laptop about 3 weeks ago. Sucks ass,bully
you're a fucking bully  man.,bully
damn son,bully
fuck the world? Or for the win,bully
http://is.gd/brVS (iTunes) or http://is.gd/b4yp Antrel Rolle previewed today's MIN game on the Best Damn Sports Show Podcast.,bully
oh come on. I mean  we all love to hate MyZou  but it's one thing to hate MyZou and another to take a time machine to the 7non-bullys.,bully
no i dont! He does. I hate his guts!!!,bully
this makes mme smile lol. I hate him. But we still dont bring him up bc to us he is dead and non-existant.,bully
i hope so that way i can fuck him over continuously.,bully
your a effin cunt! Ihu!,bully
dude that sucks man!,bully
Im glad to meet someone with similar FREAK gifts to me.  haha,bully
read the emacs-rails codebase and then see why emacs is just damn cool,bully
omg omg omg! finally the shoes r coming out yay yay I want them so so so SO BAD! =) fuck cancer! =) this literary made my day,bully
god a free cure show! damn!  I didn't know about this & I live close! ugh lucky lucky how was it??,bully
Girl  talked to Black Milk on the phn for an hour. Watching "Big Bang Theory" drunk as fuck  eating cereal & its cold in the D.,bully
